JOBID               USER                PARTITION           NAME                TIME_LEFT           EXEC_HOST           TRES_PER_NODE       TRES_ALLOC          
3195281             dmatthe1            bluemoon            GRAD_EVAL           10:41:26            node407             N/A                 cpu=12,mem=12000M,no
3195279             dmatthe1            bluemoon            GRAD_EVAL           10:40:14            node257             N/A                 cpu=12,mem=12000M,no
3195277             dmatthe1            bluemoon            GRAD_EVAL           10:39:49            node421             N/A                 cpu=12,mem=12000M,no
3195276             dmatthe1            bluemoon            GRAD_EVAL           10:39:44            node446             N/A                 cpu=12,mem=12000M,no
3195273             dmatthe1            bluemoon            GRAD_EVAL           10:39:16            node217             N/A                 cpu=12,mem=12000M,no
3195272             dmatthe1            bluemoon            GRAD_EVAL           10:38:59            node491             N/A                 cpu=12,mem=12000M,no
3195265             dmatthe1            bluemoon            GRAD_EVAL           10:37:11            node400             N/A                 cpu=12,mem=12000M,no
3195264             dmatthe1            bluemoon            GRAD_EVAL           10:36:54            node235             N/A                 cpu=12,mem=12000M,no
3195259             dmatthe1            bluemoon            GRAD_EVAL           10:34:53            node463             N/A                 cpu=12,mem=12000M,no
3195257             dmatthe1            bluemoon            GRAD_EVAL           10:34:07            node438             N/A                 cpu=12,mem=12000M,no
3195256             dmatthe1            bluemoon            GRAD_EVAL           10:33:59            node255             N/A                 cpu=12,mem=12000M,no
3195255             dmatthe1            bluemoon            GRAD_EVAL           10:33:37            node228             N/A                 cpu=12,mem=12000M,no
3195254             dmatthe1            bluemoon            GRAD_EVAL           10:33:31            node525             N/A                 cpu=12,mem=12000M,no
3195251             dmatthe1            bluemoon            GRAD_EVAL           10:32:48            node524             N/A                 cpu=12,mem=12000M,no
3195248             dmatthe1            bluemoon            GRAD_EVAL           10:32:21            node258             N/A                 cpu=12,mem=12000M,no
3195247             dmatthe1            bluemoon            GRAD_EVAL           10:32:09            node434             N/A                 cpu=12,mem=12000M,no
3195239             dmatthe1            bluemoon            GRAD_EVAL           10:30:00            node520             N/A                 cpu=12,mem=12000M,no
3195237             dmatthe1            bluemoon            GRAD_EVAL           10:29:34            node409             N/A                 cpu=12,mem=12000M,no
3195236             dmatthe1            bluemoon            GRAD_EVAL           10:29:33            node251             N/A                 cpu=12,mem=12000M,no
3195234             dmatthe1            bluemoon            GRAD_EVAL           10:29:21            node401             N/A                 cpu=12,mem=12000M,no
3195233             dmatthe1            bluemoon            GRAD_EVAL           10:28:13            node436             N/A                 cpu=12,mem=12000M,no
3195231             dmatthe1            bluemoon            GRAD_EVAL           10:27:11            node206             N/A                 cpu=12,mem=12000M,no
3195230             dmatthe1            bluemoon            GRAD_EVAL           10:27:01            node252             N/A                 cpu=12,mem=12000M,no
3195228             dmatthe1            bluemoon            GRAD_EVAL           10:24:09            node427             N/A                 cpu=12,mem=12000M,no
3195227             dmatthe1            bluemoon            GRAD_EVAL           10:23:45            node442             N/A                 cpu=12,mem=12000M,no
3195226             dmatthe1            bluemoon            GRAD_EVAL           10:22:04            node204             N/A                 cpu=12,mem=12000M,no
3195222             dmatthe1            bluemoon            GRAD_EVAL           10:18:59            node450             N/A                 cpu=12,mem=12000M,no
3195221             dmatthe1            bluemoon            GRAD_EVAL           10:18:48            node425             N/A                 cpu=12,mem=12000M,no
3195220             dmatthe1            bluemoon            GRAD_EVAL           10:18:12            node257             N/A                 cpu=12,mem=12000M,no
3195219             dmatthe1            bluemoon            GRAD_EVAL           10:16:29            node250             N/A                 cpu=12,mem=12000M,no
3195218             dmatthe1            bluemoon            GRAD_EVAL           10:16:26            node218             N/A                 cpu=12,mem=12000M,no
3195217             dmatthe1            bluemoon            GRAD_EVAL           10:16:17            node256             N/A                 cpu=12,mem=12000M,no
3195216             dmatthe1            bluemoon            GRAD_EVAL           10:13:10            node529             N/A                 cpu=12,mem=12000M,no
3195215             dmatthe1            bluemoon            GRAD_EVAL           10:11:29            node237             N/A                 cpu=12,mem=12000M,no
3195214             dmatthe1            bluemoon            GRAD_EVAL           10:09:26            node521             N/A                 cpu=12,mem=12000M,no
3195210             dmatthe1            bluemoon            GRAD_EVAL           10:02:40            node419             N/A                 cpu=12,mem=12000M,no
3195173             dmatthe1            bluemoon            GRAD_EVAL           9:57:34             node206             N/A                 cpu=12,mem=12000M,no
3195172             dmatthe1            bluemoon            GRAD_EVAL           9:56:58             node528             N/A                 cpu=12,mem=12000M,no
3195171             dmatthe1            bluemoon            GRAD_EVAL           9:56:56             node232             N/A                 cpu=12,mem=12000M,no
3195166             dmatthe1            bluemoon            GRAD_EVAL           9:53:25             node461             N/A                 cpu=12,mem=12000M,no
3195165             dmatthe1            bluemoon            GRAD_EVAL           9:52:39             node207             N/A                 cpu=12,mem=12000M,no
3195163             dmatthe1            bluemoon            GRAD_EVAL           9:51:03             node202             N/A                 cpu=12,mem=12000M,no
3195162             dmatthe1            bluemoon            GRAD_EVAL           9:50:40             node422             N/A                 cpu=12,mem=12000M,no
3195155             dmatthe1            bluemoon            GRAD_EVAL           9:45:43             node202             N/A                 cpu=12,mem=12000M,no
3195150             dmatthe1            bluemoon            GRAD_EVAL           9:40:41             node459             N/A                 cpu=12,mem=12000M,no
3195149             dmatthe1            bluemoon            GRAD_EVAL           9:40:08             node204             N/A                 cpu=12,mem=12000M,no
3195146             dmatthe1            bluemoon            GRAD_EVAL           9:39:22             node256             N/A                 cpu=12,mem=12000M,no
3195145             dmatthe1            bluemoon            GRAD_EVAL           9:38:33             node203             N/A                 cpu=12,mem=12000M,no
3195144             dmatthe1            bluemoon            GRAD_EVAL           9:38:21             node208             N/A                 cpu=12,mem=12000M,no
3195138             dmatthe1            bluemoon            GRAD_EVAL           9:32:01             node205             N/A                 cpu=12,mem=12000M,no
3195119             dmatthe1            bluemoon            GRAD_EVAL           9:24:12             node413             N/A                 cpu=12,mem=12000M,no
3195114             dmatthe1            bluemoon            GRAD_EVAL           9:21:15             node254             N/A                 cpu=12,mem=12000M,no
3195111             dmatthe1            bluemoon            GRAD_EVAL           9:15:09             node253             N/A                 cpu=12,mem=12000M,no
3195073             dmatthe1            bluemoon            GRAD_EVAL           9:00:52             node256             N/A                 cpu=12,mem=12000M,no
3195054             dmatthe1            bluemoon            GRAD_EVAL           8:48:22             node258             N/A                 cpu=12,mem=12000M,no
3195053             dmatthe1            bluemoon            GRAD_EVAL           8:48:13             node233             N/A                 cpu=12,mem=12000M,no
3195043             dmatthe1            bluemoon            GRAD_EVAL           8:41:52             node257             N/A                 cpu=12,mem=12000M,no
3195030             dmatthe1            bluemoon            GRAD_EVAL           8:26:57             node502             N/A                 cpu=12,mem=12000M,no
3195489             dmatthe1            short               DAMP_Grad_Eval      2:45:22             node531             N/A                 cpu=12,mem=12000M,no
3195484             dmatthe1            short               DAMP_Grad_Eval      2:43:25             node540             N/A                 cpu=12,mem=12000M,no
3195485             dmatthe1            short               DAMP_Grad_Eval      2:43:25             node537             N/A                 cpu=12,mem=12000M,no
3195481             dmatthe1            short               DAMP_Grad_Eval      2:41:28             node117             N/A                 cpu=12,mem=12000M,no
3195480             dmatthe1            short               DAMP_Grad_Eval      2:41:27             node122             N/A                 cpu=12,mem=12000M,no
3195479             dmatthe1            short               DAMP_Grad_Eval      2:41:24             node119             N/A                 cpu=12,mem=12000M,no
3195478             dmatthe1            short               DAMP_Grad_Eval      2:40:29             node121             N/A                 cpu=12,mem=12000M,no
3195477             dmatthe1            short               DAMP_Grad_Eval      2:40:05             node544             N/A                 cpu=12,mem=12000M,no
3195475             dmatthe1            short               DAMP_Grad_Eval      2:39:48             node549             N/A                 cpu=12,mem=12000M,no
3195474             dmatthe1            short               DAMP_Grad_Eval      2:39:47             node546             N/A                 cpu=12,mem=12000M,no
3195473             dmatthe1            short               DAMP_Grad_Eval      2:39:41             node124             N/A                 cpu=12,mem=12000M,no
3195472             dmatthe1            short               DAMP_Grad_Eval      2:39:39             node139             N/A                 cpu=12,mem=12000M,no
3195469             dmatthe1            short               DAMP_Grad_Eval      2:38:58             node534             N/A                 cpu=12,mem=12000M,no
3195468             dmatthe1            short               DAMP_Grad_Eval      2:38:56             node103             N/A                 cpu=12,mem=12000M,no
3195467             dmatthe1            short               DAMP_Grad_Eval      2:38:51             node138             N/A                 cpu=12,mem=12000M,no
3195466             dmatthe1            short               DAMP_Grad_Eval      2:38:31             shared5             N/A                 cpu=12,mem=12000M,no
3195465             dmatthe1            short               DAMP_Grad_Eval      2:38:28             node116             N/A                 cpu=12,mem=12000M,no
3195464             dmatthe1            short               DAMP_Grad_Eval      2:38:22             node125             N/A                 cpu=12,mem=12000M,no
3195463             dmatthe1            short               DAMP_Grad_Eval      2:38:17             node132             N/A                 cpu=12,mem=12000M,no
3195462             dmatthe1            short               DAMP_Grad_Eval      2:38:09             node135             N/A                 cpu=12,mem=12000M,no
3195461             dmatthe1            short               DAMP_Grad_Eval      2:38:04             node123             N/A                 cpu=12,mem=12000M,no
3195460             dmatthe1            short               DAMP_Grad_Eval      2:37:52             node543             N/A                 cpu=12,mem=12000M,no
3195459             dmatthe1            short               DAMP_Grad_Eval      2:37:50             node126             N/A                 cpu=12,mem=12000M,no
3195458             dmatthe1            short               DAMP_Grad_Eval      2:37:45             node539             N/A                 cpu=12,mem=12000M,no
3195457             dmatthe1            short               DAMP_Grad_Eval      2:37:41             node120             N/A                 cpu=12,mem=12000M,no
3195456             dmatthe1            short               DAMP_Grad_Eval      2:37:28             node136             N/A                 cpu=12,mem=12000M,no
3195455             dmatthe1            short               DAMP_Grad_Eval      2:37:23             node118             N/A                 cpu=12,mem=12000M,no
3195454             dmatthe1            short               DAMP_Grad_Eval      2:37:08             node547             N/A                 cpu=12,mem=12000M,no
3195453             dmatthe1            short               DAMP_Grad_Eval      2:36:50             node538             N/A                 cpu=12,mem=12000M,no
3195452             dmatthe1            short               DAMP_Grad_Eval      2:36:08             node133             N/A                 cpu=12,mem=12000M,no
3195451             dmatthe1            short               DAMP_Grad_Eval      2:36:05             node127             N/A                 cpu=12,mem=12000M,no
3195450             dmatthe1            short               DAMP_Grad_Eval      2:35:58             node545             N/A                 cpu=12,mem=12000M,no
3195449             dmatthe1            short               DAMP_Grad_Eval      2:35:53             node536             N/A                 cpu=12,mem=12000M,no
3195448             dmatthe1            short               DAMP_Grad_Eval      2:35:50             node542             N/A                 cpu=12,mem=12000M,no
3195447             dmatthe1            short               DAMP_Grad_Eval      2:35:44             node541             N/A                 cpu=12,mem=12000M,no
3195446             dmatthe1            short               DAMP_Grad_Eval      2:35:39             node550             N/A                 cpu=12,mem=12000M,no
3195445             dmatthe1            short               DAMP_Grad_Eval      2:35:29             node134             N/A                 cpu=12,mem=12000M,no
3195443             dmatthe1            short               DAMP_Grad_Eval      2:35:09             node551             N/A                 cpu=12,mem=12000M,no
3195441             dmatthe1            short               DAMP_Grad_Eval      2:34:35             node548             N/A                 cpu=12,mem=12000M,no
3195440             dmatthe1            short               DAMP_Grad_Eval      2:34:29             node532             N/A                 cpu=12,mem=12000M,no
3195438             dmatthe1            short               DAMP_Grad_Eval      2:33:58             node101             N/A                 cpu=12,mem=12000M,no
3195436             dmatthe1            short               DAMP_Grad_Eval      2:33:01             node137             N/A                 cpu=12,mem=12000M,no
3195435             dmatthe1            short               DAMP_Grad_Eval      2:32:57             node102             N/A                 cpu=12,mem=12000M,no
3195432             dmatthe1            short               DAMP_Grad_Eval      2:32:00             node533             N/A                 cpu=12,mem=12000M,no
3195431             dmatthe1            short               DAMP_Grad_Eval      2:30:49             node535             N/A                 cpu=12,mem=12000M,no
3195426             dmatthe1            short               DAMP_Grad_Eval      2:28:47             node142             N/A                 cpu=12,mem=12000M,no
3195423             dmatthe1            short               DAMP_Grad_Eval      2:27:39             node141             N/A                 cpu=12,mem=12000M,no
3195421             dmatthe1            short               DAMP_Grad_Eval      2:26:20             node129             N/A                 cpu=12,mem=12000M,no
3195419             dmatthe1            short               DAMP_Grad_Eval      2:26:07             node100             N/A                 cpu=12,mem=12000M,no
3195415             dmatthe1            short               DAMP_Grad_Eval      2:25:29             node128             N/A                 cpu=12,mem=12000M,no
3195414             dmatthe1            short               DAMP_Grad_Eval      2:25:17             node140             N/A                 cpu=12,mem=12000M,no
3195389             dmatthe1            short               DAMP_Grad_Eval      2:16:19             shared4             N/A                 cpu=12,mem=12000M,no
3195497             dmatthe1            short               DAMP_Grad_Eval      2:56:02             node511             N/A                 cpu=10,mem=10000M,no
3195491             dmatthe1            short               DAMP_Grad_Eval      2:48:28             node495             N/A                 cpu=10,mem=10000M,no
3195483             dmatthe1            short               DAMP_Grad_Eval      2:41:54             node480             N/A                 cpu=10,mem=10000M,no
3195430             dmatthe1            short               DAMP_Grad_Eval      2:29:48             node478             N/A                 cpu=10,mem=10000M,no
3195424             dmatthe1            short               DAMP_Grad_Eval      2:27:47             node488             N/A                 cpu=10,mem=10000M,no
3195422             dmatthe1            short               DAMP_Grad_Eval      2:27:17             node477             N/A                 cpu=10,mem=10000M,no
3195417             dmatthe1            short               DAMP_Grad_Eval      2:25:46             node481             N/A                 cpu=10,mem=10000M,no
3195412             dmatthe1            short               DAMP_Grad_Eval      2:24:45             node489             N/A                 cpu=10,mem=10000M,no
3195409             dmatthe1            short               DAMP_Grad_Eval      2:23:45             node482             N/A                 cpu=10,mem=10000M,no
3195406             dmatthe1            short               DAMP_Grad_Eval      2:23:14             node209             N/A                 cpu=10,mem=10000M,no
3195393             dmatthe1            short               DAMP_Grad_Eval      2:17:40             node474             N/A                 cpu=10,mem=10000M,no
3195322             dmatthe1            short               DAMP_Grad_Eval      1:50:52             node492             N/A                 cpu=10,mem=10000M,no
3195300             dmatthe1            short               DAMP_Grad_Eval      1:48:20             node493             N/A                 cpu=10,mem=10000M,no
3195161             dmatthe1            short               DAMP_Grad_Eval      50:29               node475             N/A                 cpu=10,mem=10000M,no
3190420             ydubief             ib                  512d5e5             11:36:49            node130             N/A                 cpu=40,mem=80G,node=
3190467             zsong1              bluemoon            freq_test           13:05:36            node216             N/A                 cpu=120,mem=240G,nod
3185697             hbarghat            bigmem              18_n3_2.pbs         18:41:34            shared4             N/A                 cpu=8,mem=245G,node=
3185696             hbarghat            bigmem              18_n3_1.pbs         17:07:52            shared5             N/A                 cpu=8,mem=245G,node=
3185695             hbarghat            bigmem              18_n2p5_2.pbs       14:05:15            shared3             N/A                 cpu=8,mem=245G,node=
